JD,Mag,MagErr
2460958.557943,14.093963,0.047643
2460958.564351,14.114304,0.053305
2460958.570762,14.115078,0.042911
2460958.577168,14.099972,0.052038
2460958.583574,14.085704,0.054585
2460958.599173,14.069411,0.061417
2460958.605579,14.059956,0.066170
2460958.611985,14.093685,0.038499
2460958.618383,14.081676,0.058605
2460958.624788,14.092372,0.044627
2460958.636603,14.084457,0.058667
2460958.643012,14.071899,0.051178
