JD,Mag,MagErr
2460958.553666,13.907556,0.016112
2460958.560073,13.899837,0.018376
2460958.566486,13.905391,0.018897
2460958.572892,13.905304,0.015825
2460958.585702,13.921660,0.014735
2460958.594894,13.880010,0.009081
2460958.601302,13.879589,0.006381
2460958.607708,13.884520,0.005383
2460958.614114,13.885210,0.009186
2460958.620513,13.886137,0.018552
2460958.626917,13.882904,0.007482
2460958.632325,13.888198,0.009022
2460958.638734,13.888894,0.009659
